Lintang,Bujur,Kelas
-9.15,120.26,1
-9.44,115.21,1
-0.09,122.83,4
-8.41,116.63,1
-8.81,116.28,1
-8.91,116.44,1
-8.84,116.46,1
-8.49,116.62,1
-9.11,115.64,1
-8.83,116.31,1
-8.9,116.27,1
-8.1,123.97,1
-8.76,116.3,1
-8.61,116.55,1
-8.79,116.49,1
-8.7,116.45,1
-8.73,116.44,1
-8.85,116.39,1
-8.83,116.29,1
-8.78,116.34,1
-8.78,116.32,1
-8.81,116.31,1
-8.42,116.65,1
-9.49,112.77,3
-8.28,116.67,1
-8.72,116.52,1
-8.67,116.39,1
-9.72,117.33,1
-8.4,116.63,1
-8.64,116.45,1
-8.98,116.35,1
-4.58,129.61,2
-4.18,128.45,1
-8.85,116.45,1
-9.08,116.28,1
-3.11,135.3,3
-8.74,116.35,1
0.6,121.93,1
-9.02,116.24,1
-8.69,116.32,1
-4.92,103.43,2
-8.75,116.34,1
-2.76,140.57,1
-8.68,116.32,1
-8.51,116.52,1
-8.82,116.24,1
-8.71,116.41,1
-10.55,124.05,1
-8.92,116.26,1
0.34,122.01,1
-8.26,116.69,2
0.99,126.99,1
-8.73,116.47,1
0.74,125.8,2
-8.69,116.44,1
-8.75,116.46,1
-9.0,116.39,1
-2.82,129.51,1
-0.09,124.06,1
-9.4,115.3,1
-8.88,116.47,1
-8.59,116.34,1
-8.81,116.36,1
-8.94,116.45,1
-7.5,106.0,2
-8.42,116.46,1
0.38,119.48,3
-8.26,116.48,2
-8.48,116.85,2
-8.46,116.87,1
-8.78,116.72,1
-8.79,116.75,1
-8.48,116.86,1
-8.6,116.82,1
-8.45,116.86,1
-6.01,102.49,2
-9.75,117.51,1
-8.0,117.37,1
-2.29,140.1,1
-8.59,116.82,1
-8.85,116.72,1
-8.59,116.76,1
-8.51,116.85,1
-8.43,116.81,1
0.97,121.29,1
-8.29,116.63,5
-8.25,116.64,3
-8.78,116.26,1
0.51,126.61,2
-8.84,116.44,1
-8.33,116.61,1
-8.69,116.47,1
-7.09,129.85,3
-8.79,116.39,1
-9.0,116.33,1
-7.19,107.64,1
0.45,120.81,1
0.36,121.42,1
-8.89,116.38,1
-8.78,116.42,1
-8.77,116.4,1
-8.37,116.6,1
-7.25,129.27,3
-8.78,116.38,1
-8.42,116.54,1
-8.66,116.43,1
1.7,121.51,1
-8.82,116.3,1
-8.33,116.62,1
-6.22,132.69,5
-8.36,116.68,1
-8.33,116.64,1
-9.0,115.03,1
-1.54,99.96,2
-8.26,116.49,1
-5.27,133.93,5
-5.19,133.97,4
-0.71,127.54,1
-8.63,118.17,1
-5.01,102.76,3
-8.85,116.45,1
4.06,97.58,1
-8.26,116.46,1
-8.87,116.43,1
3.56,126.74,2
-8.84,124.46,1
-8.95,124.23,2
-8.16,116.39,1
-8.75,116.39,1
-3.3,131.19,1
-8.63,116.32,1
0.81,126.19,1
-8.61,116.4,1
-8.21,116.64,1
-8.8,116.37,1
-8.79,116.44,1
-8.87,116.89,1
-3.24,131.0,4
-0.29,123.26,1
-8.1,117.8,1
-7.75,106.99,1
-8.46,116.53,1
-8.71,116.36,1
-9.5,120.77,3
-8.58,116.49,1
-8.78,116.4,1
